DROP VIEW
CREATE VIEW
 ea_code  | province_name | district_name |  municipality_name   | main_place_name |    village_name    | village_code |                                 lz                                 | village_pop 
 54210009 | KwaZulu-Natal | Uthungulu     | Nkandla              | Ntembeni        | Ntembeni SP        |    542139001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |         612
 58810016 | KwaZulu-Natal | Uthungulu     | Ntambanana           | Bhukhanana      | Bhukhanana SP      |    588051001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        6123
 58810017 | KwaZulu-Natal | Uthungulu     | Ntambanana           | Bhukhanana      | Bhukhanana SP      |    588051001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        6123
 58810018 | KwaZulu-Natal | Uthungulu     | Ntambanana           | Bhukhanana      | Bhukhanana SP      |    588051001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        6123
 58810022 | KwaZulu-Natal | Uthungulu     | Ntambanana           | Bhukhanana      | Bhukhanana SP      |    588051001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        6123
 58810077 | KwaZulu-Natal | Uthungulu     | Ntambanana           | Emaphikaqala    | Emaphikaqala SP    |    588008001 | 59304: North coast open access intense cultivation (ZANCC)         |         261
 58810002 | KwaZulu-Natal | Uthungulu     | Ntambanana           | Esithombeni     | Esithombeni SP     |    588057001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1584
 53810070 | KwaZulu-Natal | Uthungulu     | uMhlathuze           | Amadaka         | Amadaka SP         |    538021001 | 59304: North coast open access intense cultivation (ZANCC)         |        5208
 53810076 | KwaZulu-Natal | Uthungulu     | uMhlathuze           | Amadaka         | Amadaka SP         |    538021001 | 59304: North coast open access intense cultivation (ZANCC)         |        5208
 53810078 | KwaZulu-Natal | Uthungulu     | uMhlathuze           | Amadaka         | Amadaka SP         |    538021001 | 59304: North coast open access intense cultivation (ZANCC)         |        5208
 53810080 | KwaZulu-Natal | Uthungulu     | uMhlathuze           | Amadaka         | Amadaka SP         |    538021001 | 59304: North coast open access intense cultivation (ZANCC)         |        5208
 53810355 | KwaZulu-Natal | Uthungulu     | uMhlathuze           | Bhejane         | Bhejane SP         |    538004001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        1488
 53810383 | KwaZulu-Natal | Uthungulu     | uMhlathuze           | Bhejane         | Bhejane SP         |    538004001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        1488
 53810026 | KwaZulu-Natal | Uthungulu     | uMhlathuze           | Empangeni       | Mangeze            |    538015024 | 59106: Coastal open access non-crop income (ZACNI)                 |        5796
 58910109 | KwaZulu-Natal | Uthungulu     | uMlalazi             | Amahubhu        | Amahubhu SP        |    589128001 | 59304: North coast open access intense cultivation (ZANCC)         |        1632
 58910110 | KwaZulu-Natal | Uthungulu     | uMlalazi             | Amahubhu        | Amahubhu SP        |    589128001 | 59304: North coast open access intense cultivation (ZANCC)         |        1632
 58910147 | KwaZulu-Natal | Uthungulu     | uMlalazi             | Amakhilimba     | Amakhilimba SP     |    589084001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        1581
 58910224 | KwaZulu-Natal | Uthungulu     | uMlalazi             | Berea           | Berea SP           |    589082001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1767
 58910225 | KwaZulu-Natal | Uthungulu     | uMlalazi             | Berea           | Berea SP           |    589082001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1767
 58910015 | KwaZulu-Natal | Uthungulu     | uMlalazi             | Makhoni         | Makhoni SP         |    589123001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        1326
 58910016 | KwaZulu-Natal | Uthungulu     | uMlalazi             | Makhoni         | Makhoni SP         |    589123001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        1326
 52910134 | KwaZulu-Natal | Zululand      | Abaqulusi            | Abaqulusi NU    | Abaqulusi NU       |    529002001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |       44871
 52910133 | KwaZulu-Natal | Zululand      | Abaqulusi            | Esidakeni       | Esidakeni SP       |    529027001 | 59106: Coastal open access non-crop income (ZACNI)                 |         426
 52910100 | KwaZulu-Natal | Zululand      | Abaqulusi            | Ezidulini       | Ezidulini SP       |    529025001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        4080
 52910101 | KwaZulu-Natal | Zululand      | Abaqulusi            | Ezidulini       | Ezidulini SP       |    529025001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        4080
 52910102 | KwaZulu-Natal | Zululand      | Abaqulusi            | Ezidulini       | Ezidulini SP       |    529025001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        4080
 52910103 | KwaZulu-Natal | Zululand      | Abaqulusi            | Ezidulini       | Ezidulini SP       |    529025001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        4080
 52910104 | KwaZulu-Natal | Zululand      | Abaqulusi            | Ezidulini       | Ezidulini SP       |    529025001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        4080
 52910228 | KwaZulu-Natal | Zululand      | Abaqulusi            | KwaManyinyi     | KwaManyinyi SP     |    529005001 | 59107: Inland open access livestock and other income (ZAOLO)       |         666
 58010269 | KwaZulu-Natal | Zululand      | Nongoma              | Bambelentulo    | Bambelentulo SP    |    580082001 | 59304: North coast open access intense cultivation (ZANCC)         |        2739
 58010288 | KwaZulu-Natal | Zululand      | Nongoma              | Bambelentulo    | Bambelentulo SP    |    580082001 | 59304: North coast open access intense cultivation (ZANCC)         |        2739
 58010306 | KwaZulu-Natal | Zululand      | Nongoma              | Bombolo         | Mpumulwana         |    580074001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |          96
 58010120 | KwaZulu-Natal | Zululand      | Nongoma              | Njampela A      | Njampela A SP      |    580140001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1308
 58010157 | KwaZulu-Natal | Zululand      | Nongoma              | Njampela A      | Njampela A SP      |    580140001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1308
 57910118 | KwaZulu-Natal | Zululand      | UPhongolo            | Altona          | Altona SP          |    579014001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        1983
 57910119 | KwaZulu-Natal | Zululand      | UPhongolo            | Altona          | Altona SP          |    579014001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        1983
 57910030 | KwaZulu-Natal | Zululand      | UPhongolo            | Crowsnest       | Crowsnest SP       |    579018001 | 59107: Inland open access livestock and other income (ZAOLO)       |        1299
 57910034 | KwaZulu-Natal | Zululand      | UPhongolo            | Crowsnest       | Crowsnest SP       |    579018001 | 59107: Inland open access livestock and other income (ZAOLO)       |        1299
 58110223 | KwaZulu-Natal | Zululand      | Ulundi               | Bhokweni A      | Bhokweni A SP      |    581043001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        1380
 58110120 | KwaZulu-Natal | Zululand      | Ulundi               | Emakhalathini B | Emakhalathini B SP |    581064001 | 59304: North coast open access intense cultivation (ZANCC)         |        1542
 58110121 | KwaZulu-Natal | Zululand      | Ulundi               | Emakhalathini B | Emakhalathini B SP |    581064001 | 59304: North coast open access intense cultivation (ZANCC)         |        1542
 58110078 | KwaZulu-Natal | Zululand      | Ulundi               | Vezunyawo       | Vezunyawo SP       |    581074001 | 59106: Coastal open access non-crop income (ZACNI)                 |        2040
 58110183 | KwaZulu-Natal | Zululand      | Ulundi               | Vezunyawo       | Vezunyawo SP       |    581074001 | 59106: Coastal open access non-crop income (ZACNI)                 |        2040
 58110184 | KwaZulu-Natal | Zululand      | Ulundi               | Vezunyawo       | Vezunyawo SP       |    581074001 | 59106: Coastal open access non-crop income (ZACNI)                 |        2040
 57810066 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810089 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810090 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810092 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810093 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810094 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810096 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810097 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810130 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810131 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810132 | KwaZulu-Natal | Zululand      | eDumbe               | Blinkwater      | Blinkwater SP      |    578014001 | 59107: Inland open access livestock and other income (ZAOLO)       |        8811
 57810143 | KwaZulu-Natal | Zululand      | eDumbe               | Gunstelling     | Gunstelling SP     |    578004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |         597
 59910241 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Emsahweni          |    599179006 | 59305: South coast intensive open access cropping (ZASCO)          |        3555
 59910183 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910184 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910185 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910251 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910253 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910254 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910256 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910257 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910259 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910260 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910262 | KwaZulu-Natal | eThekwini     | eThekwini            | Adams Rural     | Izwelisha          |    599179001 | 59305: South coast intensive open access cropping (ZASCO)          |       13584
 59910054 | KwaZulu-Natal | eThekwini     | eThekwini            | Clansthal       | Amahlongwa         |    599194002 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        2193
 59910055 | KwaZulu-Natal | eThekwini     | eThekwini            | Clansthal       | Amahlongwa         |    599194002 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        2193
 59915453 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915454 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915455 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915456 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915457 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915458 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915459 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915460 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915461 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59915517 | KwaZulu-Natal | eThekwini     | eThekwini            | Gunjini         | Gunjini SP         |    599011001 | 59304: North coast open access intense cultivation (ZANCC)         |        7998
 59210448 | KwaZulu-Natal | iLembe        | KwaDukuza            | Mdlebeni        | Gungu              |    592004001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3669
 59210449 | KwaZulu-Natal | iLembe        | KwaDukuza            | Mdlebeni        | Gungu              |    592004001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3669
 59210451 | KwaZulu-Natal | iLembe        | KwaDukuza            | Mdlebeni        | Gungu              |    592004001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3669
 59210452 | KwaZulu-Natal | iLembe        | KwaDukuza            | Mdlebeni        | Gungu              |    592004001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3669
 59110244 | KwaZulu-Natal | iLembe        | Mandeni              | Abashumi        | Abashumi SP        |    591003001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1080
 59110245 | KwaZulu-Natal | iLembe        | Mandeni              | Abashumi        | Abashumi SP        |    591003001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1080
 59110164 | KwaZulu-Natal | iLembe        | Mandeni              | Macambini       | Dokodweni SP1      |    591017002 | 59304: North coast open access intense cultivation (ZANCC)         |        3330
 59110165 | KwaZulu-Natal | iLembe        | Mandeni              | Macambini       | Dokodweni SP1      |    591017002 | 59304: North coast open access intense cultivation (ZANCC)         |        3330
 59110167 | KwaZulu-Natal | iLembe        | Mandeni              | Macambini       | Dokodweni SP1      |    591017002 | 59304: North coast open access intense cultivation (ZANCC)         |        3330
 59110170 | KwaZulu-Natal | iLembe        | Mandeni              | Macambini       | Dokodweni SP1      |    591017002 | 59304: North coast open access intense cultivation (ZANCC)         |        3330
 59110246 | KwaZulu-Natal | iLembe        | Mandeni              | Mathunzi        | Mathunzi SP        |    591001001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |          78
 54610010 | KwaZulu-Natal | iLembe        | Maphumulo            | Dabangu         | Dabangu SP         |    546087001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1773
 54610011 | KwaZulu-Natal | iLembe        | Maphumulo            | Dabangu         | Dabangu SP         |    546087001 | 59106: Coastal open access non-crop income (ZACNI)                 |        1773
 54610072 | KwaZulu-Natal | iLembe        | Maphumulo            | Masiwela        | Masiwela SP        |    546027001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        4326
 54610129 | KwaZulu-Natal | iLembe        | Maphumulo            | Masiwela        | Masiwela SP        |    546027001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        4326
 54610131 | KwaZulu-Natal | iLembe        | Maphumulo            | Masiwela        | Masiwela SP        |    546027001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        4326
 54610161 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610162 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610163 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610164 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610166 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610167 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610168 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610169 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610178 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 54610179 | KwaZulu-Natal | iLembe        | Maphumulo            | Ntunjambili     | Ntunjambili SP     |    546008001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6351
 59310094 | KwaZulu-Natal | iLembe        | Ndwedwe              | Abejuti         | Abejuti SP         |    593031001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3231
 59310154 | KwaZulu-Natal | iLembe        | Ndwedwe              | Abejuti         | Abejuti SP         |    593031001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3231
 59310155 | KwaZulu-Natal | iLembe        | Ndwedwe              | Abejuti         | Abejuti SP         |    593031001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3231
 59310156 | KwaZulu-Natal | iLembe        | Ndwedwe              | Abejuti         | Abejuti SP         |    593031001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3231
 59310021 | KwaZulu-Natal | iLembe        | Ndwedwe              | Intaphuka       | Intaphuka SP       |    593045001 | 59304: North coast open access intense cultivation (ZANCC)         |        6813
 59310022 | KwaZulu-Natal | iLembe        | Ndwedwe              | Intaphuka       | Intaphuka SP       |    593045001 | 59304: North coast open access intense cultivation (ZANCC)         |        6813
 59310023 | KwaZulu-Natal | iLembe        | Ndwedwe              | Intaphuka       | Intaphuka SP       |    593045001 | 59304: North coast open access intense cultivation (ZANCC)         |        6813
 59310024 | KwaZulu-Natal | iLembe        | Ndwedwe              | Intaphuka       | Intaphuka SP       |    593045001 | 59304: North coast open access intense cultivation (ZANCC)         |        6813
 59310026 | KwaZulu-Natal | iLembe        | Ndwedwe              | Intaphuka       | Intaphuka SP       |    593045001 | 59304: North coast open access intense cultivation (ZANCC)         |        6813
 59310027 | KwaZulu-Natal | iLembe        | Ndwedwe              | Intaphuka       | Intaphuka SP       |    593045001 | 59304: North coast open access intense cultivation (ZANCC)         |        6813
 59310028 | KwaZulu-Natal | iLembe        | Ndwedwe              | Intaphuka       | Intaphuka SP       |    593045001 | 59304: North coast open access intense cultivation (ZANCC)         |        6813
 59310029 | KwaZulu-Natal | iLembe        | Ndwedwe              | Intaphuka       | Intaphuka SP       |    593045001 | 59304: North coast open access intense cultivation (ZANCC)         |        6813
(433 rows)

